,movie_id,title,year,mpaa,director,main_actor_1,main_actor_2,main_actor_3,main_actor_4,genre_1,runtime_conv,full_date,infl_budget,infl_domestic,infl_worldwide
1988,tt1148200,Chain Letter,2009,R,Deon Taylor,Nikki Reed,Keith David,Brad Dourif,Madison Bauer,Horror,88,2009-10-01,3789136.6058069244,175295.56374891047,1080137.5960789982
1989,tt1149361,Micmacs,2009,R,Jean-Pierre Jeunet,Dany Boon,André Dussollier,Nicolas Marié,Yolande Moreau,Action,105,2009-10-28,53047912.48129694,1594063.2461067324,25955768.89138004
1990,tt1149362,The White Ribbon,2009,R,Michael Haneke,Christian Friedel,Ernst Jacobi,Leonie Benesch,Ulrich Tukur,Drama,144,2009-09-24,22734819.634841546,2807575.9246190637,24401624.19941549
1991,tt1151359,Leaves of Grass,2009,R,Tim Blake Nelson,Edward Norton,Keri Russell,Henry Max Nelson,Lucy DeVito,Comedy,105,2009-09-17,11367409.817420773,88496.54847415599,1306259.3752126675
1992,tt1152398,Beastly,2011,PG-13,Daniel Barnz,Alex Pettyfer,Vanessa Hudgens,Mary-Kate Olsen,Justin Bradley,Drama,86,2011-03-03,20478840.930207744,33567917.40814177,52043098.90463637
1993,tt1152822,Freakonomics,2010,PG-13,Heidi Ewing,James Ransone,Tempestt Bledsoe,Morgan Spurlock,Bill Gates,Documentary,93,2010-10-01,3603721.0624793633,125844.42482665004,151873.23219723374
1994,tt1152836,Public Enemies,2009,R,Michael Mann,Christian Bale,Johnny Depp,Christian Stolte,Jason Clarke,Biography,140,2009-06-24,126304553.52689748,122647556.74499038,270423884.37146044
1995,tt1153706,Dance Flick,2009,PG-13,Damien Dante Wayans,Marlon Wayans,Shawn Wayans,Shoshana Bush,Damon Wayans Jr.,Action,83,2009-05-22,31576138.38172437,32412470.298130393,39709065.409696236
1996,tt1155076,The Karate Kid,2010,PG,Harald Zwart,Jackie Chan,Jaden Smith,Taraji P. Henson,Wenwen Han,Action,140,2010-06-10,49706497.41350846,219443770.08410686,446272417.09166455
1997,tt1156398,Zombieland,2009,R,Ruben Fleischer,Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin,Adventure,88,2009-10-01,29807874.632347804,95473973.24200489,129325859.49090368
1998,tt1161418,Gentlemen Broncos,2009,PG-13,Jared Hess,Michael Angarano,Jemaine Clement,Mike White,John Baker,Adventure,89,2009-10-30,12630455.352689747,143585.54254044758,149660.79156509135
1999,tt1161864,The Rite,2011,PG-13,Mikael Håfström,Colin O'Donoghue,Anthony Hopkins,Ciarán Hinds,Alice Braga,Drama,114,2011-01-28,44571594.965746276,39810424.66628731,116320528.42446177
2000,tt1172233,Whip It,2009,PG-13,Drew Barrymore,Ellen Page,Drew Barrymore,Kristen Wiig,Sarah Habel,Drama,111,2009-10-02,18945683.029034622,16474361.402042538,21081875.731971644
2001,tt1172991,The Company Men,2010,R,John Wells,Ben Affleck,Chris Cooper,Tommy Lee Jones,Suzanne Rico,Drama,104,2010-01-21,18639936.53006567,5519001.879517188,10049411.114576072
2002,tt1174730,City Island,2009,PG-13,Raymond De Felitta,Andy Garcia,Julianna Margulies,Steven Strait,Emily Mortimer,Comedy,104,2009-07-23,7578273.211613849,8425822.2354186,9951353.893827172
2003,tt1174732,An Education,2009,PG-13,Lone Scherfig,Carey Mulligan,Peter Sarsgaard,Alfred Molina,Olivia Williams,Drama,100,2009-10-08,9472841.514517311,15882688.984091323,32961512.403175212
2004,tt1175491,W.,2008,PG-13,Oliver Stone,Josh Brolin,Elizabeth Banks,Ioan Gruffudd,Colin Hanks,Biography,129,2008-10-17,31589652.721977867,32136484.713218123,37203532.971626036
2005,tt1175506,Me and Orson Welles,2008,PG-13,Richard Linklater,Zac Efron,Claire Danes,Christian McKay,Zoe Kazan,Comedy,114,2008-11-25,31463797.53185047,1497680.538171786,2940193.7123031267
2006,tt1176740,Away We Go,2009,R,Sam Mendes,John Krasinski,Maya Rudolph,Allison Janney,Carmen Ejogo,Comedy,98,2009-06-05,21471774.09957257,11938238.194903444,19930170.1867277
2007,tt1179034,From Paris with Love,2010,R,Pierre Morel,John Travolta,Jonathan Rhys Meyers,Kasia Smutniak,Richard Durden,Action,92,2010-02-04,64618446.637561,29920114.07248597,65667870.09355395
2008,tt1179056,A Nightmare on Elm Street,2010,R,Samuel Bayer,Jackie Earle Haley,Rooney Mara,Kyle Gallner,Katie Cassidy,Crime,95,2010-04-30,43493185.23681991,78380946.77821293,143769660.2116429
2009,tt1179258,Chéri,2009,R,Stephen Frears,Michelle Pfeiffer,Rupert Friend,Kathy Bates,Frances Tomelty,Comedy,100,2009-04-08,29050047.311186418,3429998.449171938,11832516.23141929
2010,tt1179891,My Bloody Valentine,2009,R,Patrick Lussier,Jensen Ackles,Jaime King,Kerr Smith,Betsy Rue,Horror,101,2009-01-16,18945683.029034622,65104884.53478887,127232535.81647922
2011,tt1179904,Paranormal Activity,2007,R,Oren Peli,Katie Featherston,Micah Sloat,Mark Fredrichs,Amber Armstrong,Horror,86,2007-09-25,19603.119483751485,141036355.1316183,252691790.01842368
2012,tt1182350,You Will Meet a Tall Dark Stranger,2010,R,Woody Allen,Anthony Hopkins,Naomi Watts,Josh Brolin,Gemma Jones,Comedy,98,2010-08-27,27338573.577429652,4036473.28493598,44754810.700920865
2013,tt1185344,Princess Kaiulani,2009,PG,Marc Forby,Q'orianka Kilcher,Barry Pepper,Shaun Evans,Jimmy Yuill,Drama,130,2009-05-14,11367409.817420773,1116389.5290322881,1116389.5290322881
2014,tt1186367,Ninja Assassin,2009,R,James McTeigue,Rain,Rick Yune,Naomie Harris,Joon Lee,Action,99,2009-10-27,50521821.41075899,48150937.16473149,77805221.67085399
2015,tt1186830,Agora,2009,R,Alejandro Amenábar,Rachel Weisz,Max Minghella,Oscar Isaac,Ashraf Barhom,Adventure,127,2009-10-09,88413187.46882823,782359.4545929141,49836419.646680996
2016,tt1188729,Pandorum,2009,R,Christian Alvart,Dennis Quaid,Ben Foster,Cam Gigandet,Antje Traue,Action,108,2009-09-11,41680502.66387616,13048337.757170092,26079778.49116936
2017,tt1189340,The Lincoln Lawyer,2011,R,Brad Furman,Matthew McConaughey,Marisa Tomei,Ryan Phillippe,William H. Macy,Crime,118,2011-03-17,48185508.071077056,69880069.36991808,104505153.93702294
2018,tt1190080,2012,2009,PG-13,Roland Emmerich,John Cusack,Thandie Newton,Chiwetel Ejiofor,Amanda Peet,Action,158,2009-11-11,252609107.05379495,209807230.8832043,999344142.5545245
2019,tt1190617,An American Carol,2008,PG-13,David Zucker,Kevin P. Farley,Kelsey Grammer,Leslie Nielsen,Trace Adkins,Comedy,83,2008-10-03,25171038.025480375,8826464.867047835,8826464.867047835
2020,tt1192628,Rango,2011,PG,Gore Verbinski,Johnny Depp,Isla Fisher,Timothy Olyphant,Abigail Breslin,Adventure,107,2011-03-02,162626089.73988503,148745780.71739453,296009121.02796763
2021,tt1193138,Up in the Air,2009,R,Jason Reitman,George Clooney,Vera Farmiga,Anna Kendrick,Jason Bateman,Comedy,109,2009-12-04,31576138.38172437,105872747.12320021,210729976.58599684
2022,tt1193631,Step Up 3D,2010,PG-13,Jon M. Chu,Sharni Vinson,Rick Malambri,Adam Sevani,Alyson Stoner,Drama,107,2010-08-04,37279873.06013134,52689164.372042045,197945947.3012896
2023,tt1194173,The Bourne Legacy,2012,PG-13,Tony Gilroy,Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn,Action,135,2012-08-08,147526721.0815614,133604766.03874667,325909836.0911
2024,tt1194263,Get Low,2009,PG-13,Aaron Schneider,Robert Duvall,Bill Murray,Sissy Spacek,Lucas Black,Drama,103,2009-07-30,8841318.746882822,11590884.253112517,13290410.538368672
2025,tt1194417,Casino Jack,2010,R,George Hickenlooper,Kevin Spacey,Barry Pepper,Jon Lovitz,Ruth Marshall,Biography,108,2010-12-17,15533280.441721395,1296045.9708973842,1529634.1995175553
2026,tt1195478,The Five-Year Engagement,2012,R,Nicholas Stoller,Jason Segel,Emily Blunt,Chris Pratt,Alison Brie,Comedy,124,2012-04-27,35406413.05957473,34032087.17196443,63931428.051734805
2027,tt1196141,Diary of a Wimpy Kid,2010,PG,Thor Freudenthal,Zachary Gordon,Robert Capron,Rachael Harris,Steve Zahn,Comedy,120,2010-03-19,18639936.53006567,79534900.51294163,94686575.47538246
2028,tt1197624,Law Abiding Citizen,2009,R,F. Gary Gray,Gerard Butler,Jamie Foxx,Leslie Bibb,Colm Meaney,Action,109,2009-10-16,63152276.76344874,92654149.56483032,161599360.67792502
2029,tt1197628,Observe and Report,2009,R,Jody Hill,Seth Rogen,Anna Faris,Ray Liotta,Michael Peña,Comedy,86,2009-04-10,22734819.634841546,30322343.391955703,34068826.95003659
2030,tt1198138,Obsessed,2009,PG-13,Steve Shill,Beyoncé,Idris Elba,Ali Larter,Jerry O'Connell,Drama,108,2009-04-23,25260910.705379494,86217564.68432018,93251090.14570913
2031,tt1201167,Funny People,2009,R,Judd Apatow,Adam Sandler,Seth Rogen,Leslie Mann,Eric Bana,Comedy,146,2009-07-30,94728415.1451731,65495283.068421766,90415411.45793034
2032,tt1204342,The Muppets,2011,PG,James Bobin,Amy Adams,Jason Segel,Chris Cooper,Rashida Jones,Adventure,120,2011-11-23,54208696.57996169,106768529.64532608,198987159.62945512
2033,tt1204975,Last Vegas,2013,PG-13,Jon Turteltaub,Robert De Niro,Michael Douglas,Morgan Freeman,Kevin Kline,Comedy,105,2013-12-19,32568929.02982096,74343427.4651116,156341357.0068725
2034,tt1204977,Ouija,2014,PG-13,Stiles White,Olivia Cooke,Ana Coto,Daren Kagasoff,Bianca A. Santos,Horror,89,2014-10-23,5723041.700459585,58210213.18979792,118681366.65534607
2035,tt1205489,Gran Torino,2008,R,Clint Eastwood,Clint Eastwood,Bee Vang,Christopher Carley,Ahney Her,Drama,116,2008-12-12,41532212.74204261,186385623.90184996,339756441.113965
2036,tt1205537,Jack Ryan: Shadow Recruit,2014,PG-13,Kenneth Branagh,Chris Pine,Kevin Costner,Keira Knightley,Kenneth Branagh,Action,105,2014-01-15,68676500.40551502,57891327.595465,155098720.0745134
2037,tt1206543,Out of the Furnace,2013,R,Scott Cooper,Christian Bale,Casey Affleck,Zoe Saldana,Woody Harrelson,Action,116,2013-12-04,25589872.80914504,13179772.03316492,18217144.311525308
2038,tt1206885,Rambo: Last Blood,2019,R,Adrian Grunberg,Sylvester Stallone,Paz Vega,Sergio Peris-Mencheta,Adriana Barraza,Action,89,2019-09-18,52994832.92067106,47503881.417054884,96970319.42176433
2039,tt1210039,Blood Done Sign My Name,2010,PG-13,Jeb Stuart,Emily Alyn Lind,Michael Rooker,Natalie Alyn Lind,Lela Rochon,Drama,128,2010-02-19,12426624.353377115,135926.1451645449,135926.1451645449
2040,tt1210042,Brooklyn's Finest,2009,R,Antoine Fuqua,Richard Gere,Don Cheadle,Ethan Hawke,Wesley Snipes,Crime,132,2009-06-10,21471774.09957257,34308854.860513575,57746422.92681449
2041,tt1210071,The Janky Promoters,2009,R,Marcus Raboy,Ice Cube,Mike Epps,Jeezy,Lahmard J. Tate,Comedy,85,2009-10-16,12630455.352689747,11454.55995935433,11454.55995935433
2042,tt1210166,Moneyball,2011,PG-13,Bennett Miller,Brad Pitt,Robin Wright,Jonah Hill,Philip Seymour Hoffman,Biography,133,2011-09-23,60231885.08884632,91077226.1245938,132758562.76377153
2043,tt1210819,The Lone Ranger,2013,PG-13,Gore Verbinski,Johnny Depp,Armie Hammer,William Fichtner,Tom Wilkinson,Action,150,2013-07-03,250082847.9075538,103874080.20171106,303009817.69833064
2044,tt1211837,Doctor Strange,2016,PG-13,Scott Derrickson,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong,Action,115,2016-10-25,186286441.64545202,262654760.32949042,765149989.3467691
2045,tt1211890,Middle of Nowhere,2012,R,Ava DuVernay,Emayatzy Corinealdi,David Oyelowo,Lorraine Toussaint,Edwina Findley Dickerson,Drama,97,2012-10-12,236042.75373049823,279481.7016995218,279481.7016995218
2046,tt1212419,Hereafter,2010,PG-13,Clint Eastwood,Matt Damon,Cécile de France,Bryce Dallas Howard,Thierry Neuvic,Drama,129,2010-10-15,62133121.76688558,40693393.45292035,132910613.51258393
2047,tt1212436,The Back-up Plan,2010,PG-13,Alan Poul,Jennifer Lopez,Alex O'Loughlin,Michaela Watkins,Eric Christian Olsen,Comedy,104,2010-04-23,43493185.23681991,46587423.39944785,96277767.44395936
2048,tt1213641,First Man,2018,PG-13,Damien Chazelle,Ryan Gosling,Claire Foy,Jason Clarke,Kyle Chandler,Biography,141,2018-10-10,63667002.51287301,48491103.78703103,114058264.1764268
2049,tt1213644,Disaster Movie,2008,PG-13,Jason Friedberg,Carmen Electra,Vanessa Lachey,Nicole Parker,Matt Lanter,Comedy,87,2008-08-29,25171038.025480375,17859985.43434137,43818780.04152288
2050,tt1213663,The World's End,2013,R,Edgar Wright,Simon Pegg,Nick Frost,Martin Freeman,Rosamund Pike,Action,109,2013-07-18,23263520.7355864,30248219.52321673,53609954.19064463
2051,tt1216475,Cars 2,2011,G,John Lasseter,Owen Wilson,Larry the Cable Guy,Michael Caine,Emily Mortimer,Adventure,106,2011-06-22,240927540.35538527,230630774.317126,674419303.6517457
2052,tt1216492,Leap Year,2010,PG,Anand Tucker,Amy Adams,Matthew Goode,Adam Scott,John Lithgow,Comedy,100,2010-01-08,23610586.27141652,32208468.248523317,40618285.6926661
2053,tt1217209,Brave,2012,PG,Mark Andrews,Kelly Macdonald,Billy Connolly,Emma Thompson,Julie Walters,Adventure,93,2012-06-21,218339547.20071086,280044907.97141916,636115401.9738756
2054,tt1217613,Battle Los Angeles,2011,PG-13,Jonathan Liebesman,Aaron Eckhart,Michelle Rodriguez,Bridget Moynahan,Ramon Rodriguez,Action,116,2011-03-09,84324639.12438485,100650406.0484398,255165579.79443318
2055,tt1219289,Limitless,2011,PG-13,Neil Burger,Bradley Cooper,Anna Friel,Abbie Cornish,Robert De Niro,Sci-Fi,105,2011-03-17,32525217.947977014,95466881.33827394,194969955.50504807
2056,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,PG,Zack Snyder,Jim Sturgess,Hugo Weaving,David Wenham,Emily Barclay,Action,97,2010-09-23,99412994.82701692,69185620.04076934,174063939.94340903
2057,tt1219827,Ghost in the Shell,2017,PG-13,Rupert Sanders,Scarlett Johansson,Pilou Asbæk,Takeshi Kitano,Juliette Binoche,Action,107,2017-03-29,121600440.6005222,44841330.94113088,187708985.53104603
2058,tt1220634,Resident Evil: Afterlife,2010,R,Paul W.S. Anderson,Milla Jovovich,Ali Larter,Wentworth Miller,Kim Coates,Action,96,2010-09-09,74559746.12026268,74719510.25892432,373082162.02021503
2059,tt1222817,Zookeeper,2011,PG,Frank Coraci,Kevin James,Rosario Dawson,Leslie Bibb,Ken Jeong,Comedy,102,2011-07-06,96371016.14215411,96805701.2243764,204611037.24223015
2060,tt1225822,Extract,2009,R,Mike Judge,Jason Bateman,Kristen Wiig,Ben Affleck,Mila Kunis,Comedy,92,2009-09-04,10104364.282151796,13670141.389410686,13702506.931251952
2061,tt1226229,Get Him to the Greek,2010,R,Nicholas Stoller,Jonah Hill,Russell Brand,Elisabeth Moss,Rose Byrne,Comedy,109,2010-06-03,49706497.41350846,75770689.5969384,113977315.4480959
2062,tt1226232,The Greatest,2009,R,Shana Feste,Carey Mulligan,Aaron Taylor-Johnson,Pierce Brosnan,Susan Sarandon,Drama,99,2009-01-01,7578273.211613849,144954.68390067914,1698220.2961726882
2063,tt1226273,Edge of Darkness,2010,R,Martin Campbell,Mel Gibson,Ray Winstone,Danny Huston,Bojana Novakovic,Crime,117,2010-01-28,99412994.82701692,53824544.03134975,100812881.39899844
2064,tt1226753,The Debt,2010,R,John Madden,Helen Mirren,Sam Worthington,Tom Wilkinson,Ciarán Hinds,Drama,113,2010-06-15,24853248.70675423,38743167.725538395,56710600.198848
2065,tt1228705,Iron Man 2,2010,PG-13,Jon Favreau,Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow,Don Cheadle,Action,124,2010-04-28,248532487.0675423,388249163.9811333,775338512.5888304
2066,tt1228987,Let Me In,2010,R,Matt Reeves,Kodi Smit-McPhee,Chloë Grace Moretz,Richard Jenkins,Cara Buono,Drama,116,2010-10-01,24853248.70675423,15079627.87976483,33668189.01676634
2067,tt1229238,Mission: Impossible - Ghost Protocol,2011,PG-13,Brad Bird,Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,Action,132,2011-12-14,174672466.75765434,252248608.62682775,836877929.4768804
2068,tt1229340,Anchorman 2: The Legend Continues,2013,PG-13,Adam McKay,Will Ferrell,Christina Applegate,Paul Rudd,Steve Carell,Comedy,119,2013-12-18,58158801.838966,148133617.00137794,201985438.52758238
2069,tt1230215,Not Fade Away,2012,R,David Chase,John Magaro,Jack Huston,Will Brill,Brahm Vaccarella,Drama,112,2012-12-21,23604275.37304982,720865.1281827923,751086.8621566767
2070,tt1230414,It's Complicated,2009,R,Nancy Meyers,Meryl Streep,Steve Martin,Alec Baldwin,John Krasinski,Comedy,120,2009-12-23,107358870.49786286,142389912.0606236,276737893.20886374
2071,tt1231580,Alvin and the Chipmunks: The Squeakquel,2009,PG,Betty Thomas,Jason Lee,Zachary Levi,David Cross,Justin Long,Animation,88,2009-12-21,94728415.1451731,277383255.1664282,559706004.814321
2072,tt1231583,Due Date,2010,R,Todd Phillips,Robert Downey Jr.,Zach Galifianakis,Michelle Monaghan,Jamie Foxx,Comedy,95,2010-11-03,80773058.29695123,124936092.02090289,263172074.50966725
2073,tt1231587,Hot Tub Time Machine,2010,R,Steve Pink,John Cusack,Rob Corddry,Craig Robinson,Clark Duke,Comedy,101,2010-03-26,44735847.672157615,62490456.80614155,80499937.24827567
2074,tt1232200,That's My Boy,2012,R,Sean Anders,Adam Sandler,Andy Samberg,Leighton Meester,Susan Sarandon,Comedy,116,2012-06-14,82614963.80567439,43586579.72913056,68120868.27273361
2075,tt1232207,Capitalism: A Love Story,2009,R,Michael Moore,Michael Moore,William Black,Jimmy Carter,Elijah Cummings,Crime,127,2009-09-23,25260910.705379494,18141624.452145785,22023104.843127295
2076,tt1232783,Sorority Row,2009,R,Stewart Hendler,Briana Evigan,Rumer Willis,Carrie Fisher,Teri Andrez,Horror,101,2009-09-10,15788069.190862184,15112696.008334229,34362568.397991955
2077,tt1232829,21 Jump Street,2012,R,Phil Lord,Jonah Hill,Channing Tatum,Ice Cube,Brie Larson,Action,109,2012-03-15,49568978.283404626,163397842.83121514,237913779.6639285
2078,tt1233192,Brighton Rock,2010,R,Rowan Joffe,Sam Riley,Andrea Riseborough,Helen Mirren,John Hurt,Crime,111,2010-02-04,14911949.22405254,285381.15626261145,3620620.028937521
2079,tt1233227,Saw VI,2009,R,Kevin Greutert,Tobin Bell,Costas Mandylor,Mark Rolston,Betsy Russell,Horror,90,2009-10-22,13893500.887958722,34977888.81750002,86182843.56255564
2080,tt1234548,The Men Who Stare at Goats,2009,R,Grant Heslov,Ewan McGregor,George Clooney,Kevin Spacey,Jeff Bridges,Comedy,94,2009-11-06,31576138.38172437,40958286.91158169,87271105.0675175
2081,tt1234719,Red Dawn,2012,PG-13,Dan Bradley,Chris Hemsworth,Isabel Lucas,Josh Hutcherson,Josh Peck,Action,93,2012-11-21,76713894.96241191,52881582.225624375,60132240.85611994
2082,tt1234721,RoboCop,2014,PG-13,José Padilha,Joel Kinnaman,Gary Oldman,Michael Keaton,Abbie Cornish,Action,117,2014-01-30,114460834.00919169,67082069.000025354,277783813.3872753
2083,tt1235166,A Prophet,2009,R,Jacques Audiard,Tahar Rahim,Niels Arestrup,Adel Bencherif,Reda Kateb,Crime,155,2009-08-26,16419591.958496671,2636885.424891744,22575731.471401203
2084,tt1235170,The Future,2011,R,Miranda July,Miranda July,Hamish Linklater,David Warshofsky,Isabella Acres,Drama,91,2011-07-29,1204637.7017769262,685031.6847678705,1068720.8391608393
2085,tt1235189,Wild Target,2010,PG-13,Jonathan Lynn,Bill Nighy,Emily Blunt,Rupert Grint,Rupert Everett,Action,98,2010-06-18,9941299.48270169,134939.47119088675,4342053.919085006
2086,tt1235522,Broken City,2013,R,Allen Hughes,Mark Wahlberg,Russell Crowe,Catherine Zeta-Jones,Jeffrey Wright,Action,109,2013-01-18,40711161.2872762,22915921.861459415,40405477.461634554
2087,tt1235796,Ondine,2009,PG-13,Neil Jordan,Colin Farrell,Alicja Bachleda,Dervla Kirwan,Alison Barry,Drama,111,2009-04-23,15156546.423227698,695271.2018905829,2257584.009331724
2088,tt1240982,Your Highness,2011,R,David Gordon Green,Danny McBride,Natalie Portman,James Franco,Rasmus Hardiker,Comedy,102,2011-04-07,60111421.318668626,26015891.871351793,33746398.93931244
2089,tt1242432,I Spit on Your Grave,2010,R,Steven R. Monroe,Sarah Butler,Jeff Branson,Andrew Howard,Daniel Franzese,Horror,108,2010-10-08,2485324.8706754227,115630.98227060938,1588930.322944565
2090,tt1243957,The Tourist,2010,PG-13,Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie,Paul Bettany,Timothy Dalton,Action,103,2010-12-09,124266243.53377116,84042698.2623271,346429981.7375812
2091,tt1243974,Aloha,2015,PG-13,Cameron Crowe,Bradley Cooper,Rachel McAdams,Emma Stone,Alec Baldwin,Comedy,105,2015-05-29,42300299.134661235,24085008.343367778,30010370.224076755
2092,tt1244659,Extraordinary Measures,2010,PG,Tom Vaughan,Brendan Fraser,Keri Russell,Harrison Ford,Meredith Droeger,Drama,106,2010-01-22,38522535.495469056,14996839.222997762,18806817.396494478
2093,tt1244754,Conviction,2010,R,Tony Goldwyn,Hilary Swank,Sam Rockwell,Melissa Leo,Thomas D. Mahard,Biography,107,2010-10-02,15533280.441721395,8429139.602349855,13799213.359641561
2094,tt1245492,This Is the End,2013,R,Evan Goldberg,James Franco,Jonah Hill,Seth Rogen,Jay Baruchel,Comedy,107,2013-06-12,37221633.176938236,118027707.41355702,146608245.3943861
2095,tt1245526,RED,2010,PG-13,Robert Schwentke,Bruce Willis,Helen Mirren,Morgan Freeman,Mary-Louise Parker,Action,111,2010-10-14,72074421.24958727,112312032.21713689,247297761.5171791
2096,tt1247662,The Good Guy,2009,R,Julio DePietro,Alexis Bledel,Scott Porter,Bryan Greenberg,Colin Egglesfield,Comedy,90,2009-02-19,12630455.352689747,127173.52885516253,127173.52885516253
2097,tt1250777,Kick-Ass,2010,R,Matthew Vaughn,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,Garrett M. Brown,Action,117,2010-04-02,37279873.06013134,59736402.45583704,119530336.4544429
2098,tt1251743,Salvation Boulevard,2011,R,George Ratliff,Greg Kinnear,Pierce Brosnan,Marisa Tomei,Jennifer Connelly,Action,96,2011-07-15,6625507.359773096,34293.626094185536,107431.99951986985
2099,tt1251757,Middle Men,2009,R,George Gallo,Luke Wilson,Giovanni Ribisi,Gabriel Macht,James Caan,Comedy,105,2009-08-06,25260910.705379494,952716.5102989229,952716.5102989229
2100,tt1253863,300: Rise of an Empire,2014,R,Noam Murro,Sullivan Stapleton,Eva Green,Lena Headey,Hans Matheson,Action,102,2014-03-05,125906917.41011086,121992415.26202184,386396941.8232547
2101,tt1253864,Immortals,2011,R,Tarsem Singh,Henry Cavill,Mickey Rourke,John Hurt,Stephen Dorff,Action,110,2011-11-10,90347827.63326949,100592087.12802139,273337133.5628326
2102,tt1255919,Holmes & Watson,2018,PG-13,Etan Cohen,Will Ferrell,John C. Reilly,Ralph Fiennes,Rebecca Hall,Comedy,90,2018-12-20,45322272.97526553,32992052.938468467,43667977.63861621
2103,tt1255953,Incendies,2010,R,Denis Villeneuve,Lubna Azabal,Mélissa Désormeaux-Poulin,Maxim Gaudette,Mustafa Kamel,Drama,131,2010-01-12,8450104.560296439,2573968.952837803,8822403.740598746
2104,tt1258972,The Man with the Iron Fists,2012,R,RZA,Russell Crowe,Cung Le,Lucy Liu,RZA,Action,95,2012-11-02,17703206.529787365,18451568.278352223,24249283.441466246
2105,tt1259571,The Twilight Saga: New Moon,2009,PG-13,Chris Weitz,Kristen Stewart,Robert Pattinson,Taylor Lautner,Christina Jastrzembska,Adventure,130,2009-11-18,63152276.76344874,376155488.68218535,898050738.7936347
2106,tt1261945,Sex and the City 2,2010,R,Michael Patrick King,Sarah Jessica Parker,Kim Cattrall,Kristin Davis,Cynthia Nixon,Comedy,146,2010-05-27,124266243.53377116,118484995.14455003,361297958.1086969
2107,tt1262416,Scream 4,2011,R,Wes Craven,Neve Campbell,Courteney Cox,David Arquette,Lucy Hale,Horror,111,2011-04-13,48185508.071077056,45994185.3576303,117128634.32930706
2108,tt1263670,Crazy Heart,2009,R,Scott Cooper,Jeff Bridges,Maggie Gyllenhaal,Colin Farrell,James Keane,Drama,112,2009-12-16,8841318.746882822,49845215.49578861,59875388.4831987
2109,tt1267297,Hercules,2014,PG-13,Brett Ratner,Dwayne Johnson,John Hurt,Ian McShane,Joseph Fiennes,Action,98,2014-07-23,114460834.00919169,83199993.81412207,280222855.86535215
2110,tt1268799,A Very Harold & Kumar 3D Christmas,2011,R,Todd Strauss-Schulson,Kal Penn,John Cho,Neil Patrick Harris,Patton Oswalt,Adventure,90,2011-11-04,22888116.333761603,42235839.80576957,43599181.2969294
2111,tt1270262,The Devil's Double,2011,R,Lee Tamahori,Dominic Cooper,Ludivine Sagnier,Raad Rawi,Philip Quast,Biography,109,2011-07-29,23008580.103939295,1640128.6866217065,6900421.343608713
2112,tt1270286,To Save a Life,2009,PG-13,Brian Baugh,Randy Wayne,Deja Kreutzberg,Joshua Weigel,Steven Crowder,Drama,120,2009-01-22,631522.7676344872,4770788.226273323,4830982.450393173
2113,tt1270761,Don't Be Afraid of the Dark,2010,R,Troy Nixey,Katie Holmes,Guy Pearce,Bailee Madison,Bruce Gleeson,Fantasy,99,2010-08-25,31066560.88344279,29881908.41591151,47556106.10636717
2114,tt1270797,Venom,2018,PG-13,Ruben Fleischer,Tom Hardy,Michelle Williams,Riz Ahmed,Scott Haze,Action,112,2018-10-03,107910173.75063221,230404953.50914156,923802973.8974621
2115,tt1270798,X-Men: First Class,2011,PG-13,Matthew Vaughn,James McAvoy,Michael Fassbender,Jennifer Lawrence,Kevin Bacon,Action,131,2011-06-01,192742032.28430822,176368964.05625528,424775359.04978687
2116,tt1272878,2 Guns,2013,R,Baltasar Kormákur,Denzel Washington,Mark Wahlberg,Paula Patton,Bill Paxton,Action,109,2013-08-01,70953738.24353851,87950601.55393486,153469924.35801458
