,movie_id,title,year,mpaa,director,main_actor_1,main_actor_2,main_actor_3,main_actor_4,genre_1,runtime_conv,full_date,infl_budget,infl_domestic,infl_worldwide
889,tt0278731,Spider,2002,R,David Cronenberg,Ralph Fiennes,Miranda Richardson,Gabriel Byrne,Lynn Redgrave,Drama,98,2002-10-25,15062256.809338523,2473950.0750972764,8749576.113229573
890,tt0279111,Gods and Generals,2003,PG-13,Ron Maxwell,Stephen Lang,Robert Duvall,Jeff Daniels,Donzaleigh Abernathy,Biography,219,2003-02-21,82469130.43478262,18972220.79336957,19032602.923478264
891,tt0279113,The Good Girl,2002,R,Miguel Arteta,Jennifer Aniston,Jake Gyllenhaal,Deborah Rush,Mike White,Drama,93,2002-08-07,12049805.447470816,21114717.438132297,25396416.982101172
892,tt0279286,On the Line,2001,PG,Eric Bross,Lance Bass,Joey Fatone,Emmanuelle Chriqui,GQ,Comedy,85,2001-10-26,24480632.411067195,6679318.69762846,6953419.158498024
893,tt0279331,Dark Blue,2002,R,Ron Shelton,Kurt Russell,Ving Rhames,Scott Speedman,Michael Michele,Crime,118,2002-01-10,22593385.214007784,13933040.922568094,18301095.397276264
894,tt0279721,The Calling,2002,PG,Damian Chapa,Damian Chapa,Robert Wagner,Faye Dunaway,Brad Dourif,Drama,116,2002-04-25,240996.10894941638,9175.926848249028,207755.21439688717
895,tt0279778,Divine Secrets of the Ya-Ya Sisterhood,2002,PG-13,Callie Khouri,Sandra Bullock,Ellen Burstyn,Fionnula Flanagan,James Garner,Drama,116,2002-06-07,40668093.38521401,104831825.26692607,111218559.54863815
896,tt0279781,Sorority Boys,2002,R,Wallace Wolodarsky,Barry Watson,Harland Williams,Michael Rosenbaum,Melissa Sagemiller,Comedy,93,2002-03-22,18074708.17120623,15363550.144747084,18854161.886381324
897,tt0279889,Joe Somebody,2001,PG,John Pasquin,Tim Allen,Julie Bowen,Kelly Lynch,Greg Germann,Comedy,98,2001-12-21,58141501.9762846,34841518.44505929,37511630.20237155
898,tt0280030,Peter Pan 2: Return to Never Land,2002,G,Robin Budd,Blayne Weaver,Harriet Owen,Corey Burton,Jeff Bennett,Adventure,72,2002-02-15,30124513.618677046,72946898.33385216,173399684.222179
899,tt0280380,Trapped,2002,R,Luis Mandoki,Kevin Bacon,Charlize Theron,Courtney Love,Stuart Townsend,Action,106,2002-09-20,45186770.42801557,10653912.303891052,20205137.873929963
900,tt0280460,The Banger Sisters,2002,R,Bob Dolman,Susan Sarandon,Goldie Hawn,Geoffrey Rush,Erika Christensen,Comedy,98,2002-09-20,15062256.809338523,45649808.30194553,57339530.91945526
901,tt0280477,Better Luck Tomorrow,2002,R,Justin Lin,Parry Shen,Jason Tobin,Sung Kang,Shirley Anderson,Crime,101,2002-04-11,376556.420233463,5727257.46692607,5737554.025680934
902,tt0280486,Bad Company,2002,PG-13,Joel Schumacher,Anthony Hopkins,Chris Rock,Peter Stormare,Gabriel Macht,Action,116,2002-06-07,105435797.66536967,45428009.039299615,99713317.9463035
903,tt0280590,Mr. Deeds,2002,PG-13,Steven Brill,Adam Sandler,Winona Ryder,John Turturro,Allen Covert,Comedy,96,2002-06-28,75311284.04669261,190226440.73618677,257970571.97859925
904,tt0280707,Gosford Park,2001,R,Robert Altman,Maggie Smith,Ryan Phillippe,Michael Gambon,Kristin Scott Thomas,Comedy,131,2001-12-26,30294782.60869566,63203813.70158104,134267155.85928857
905,tt0280760,Igby Goes Down,2002,R,Burr Steers,Kieran Culkin,Susan Sarandon,Jeff Goldblum,Claire Danes,Comedy,98,2002-09-13,13556031.128404671,7195940.472762647,10421873.719066149
906,tt0281322,Undisputed,2002,R,Walter Hill,Wesley Snipes,Ving Rhames,Peter Falk,Michael Rooker,Action,94,2002-05-31,30124513.618677046,19226454.181712065,22512274.961089496
907,tt0281358,A Walk to Remember,2002,PG,Adam Shankman,Mandy Moore,Shane West,Peter Coyote,Daryl Hannah,Drama,101,2002-01-25,17773463.035019457,62178640.907393,71538062.19299611
908,tt0281373,Snow Dogs,2002,PG,Brian Levant,Cuba Gooding Jr.,James Coburn,Sisqó,Nichelle Nichols,Adventure,99,2002-01-18,49705447.47081712,122264194.45914397,173268806.76653698
909,tt0281820,The Good Thief,2002,R,Neil Jordan,Nick Nolte,Ralph Fiennes,Nutsa Kukhianidze,Ouassini Embarek,Action,109,2002-02-28,45186770.42801557,5298596.181712063,8671258.402723735
910,tt0282120,The Wild Thornberrys Movie,2002,PG,Cathy Malkasian,Tim Curry,Rupert Everett,Flea,Lacey Chabert,Adventure,85,2002-12-20,37655642.023346305,60412749.45019455,91419971.56692608
911,tt0282209,Darkness Falls,2003,PG-13,Jonathan Liebesman,Chaney Kley,Emma Caulfield Ford,Antony Burrows,Lee Cormie,Fantasy,86,2003-01-24,16199293.478260873,47937237.90282609,69934611.95608696
912,tt0282687,Life or Something Like It,2002,PG-13,Stephen Herek,Angelina Jolie,Edward Burns,Tony Shalhoub,Christian Kane,Comedy,103,2002-04-26,60249027.23735409,21762835.805058368,25414050.366147865
913,tt0283026,Swimfan,2002,PG-13,John Polson,Jesse Bradford,Erika Christensen,Shiri Appleby,Kate Burton,Drama,85,2002-09-06,15062256.809338523,43025329.044747084,51831093.40077821
914,tt0283111,Van Wilder: Party Liaison,2002,R,Walt Becker,Ryan Reynolds,Tara Reid,Tim Matheson,Kal Penn,Comedy,92,2002-04-04,7531128.404669262,32090528.244747084,57651515.44474708
915,tt0283139,White Oleander,2002,PG-13,Peter Kosminsky,Michelle Pfeiffer,Renée Zellweger,Robin Wright,Alison Lohman,Drama,109,2002-10-11,24099610.89494163,24638493.256809343,32643350.72529183
916,tt0283503,Brooklyn Rules,2007,R,Michael Corrente,Paulo Araujo,Daniel Tay,Ty Thomas Reed,Brian O'Neill,Crime,99,2007-05-11,10454997.05800079,598851.7764852273,598851.7764852273
917,tt0283530,The Emperor's Club,2002,PG-13,Michael Hoffman,Kevin Kline,Emile Hirsch,Joel Gretsch,Embeth Davidtz,Drama,109,2002-11-22,18827821.011673152,21266025.338910505,24579266.956809342
918,tt0283632,They,2002,PG-13,Robert Harmon,Laura Regan,Marc Blucas,Ethan Embry,Dagmara Dominczyk,Horror,89,2002-11-01,25605836.575875487,19341205.98521401,24771795.73579767
919,tt0284490,Showtime,2002,PG-13,Tom Dey,Robert De Niro,Eddie Murphy,Rene Russo,Rachael Harris,Action,95,2002-03-15,128029182.87937745,57361158.81400779,117313399.34319068
920,tt0285462,Boat Trip,2002,R,Mort Nathan,Cuba Gooding Jr.,Horatio Sanz,Roselyn Sanchez,Vivica A. Fox,Comedy,94,2002-10-04,30124513.618677046,12953730.640466927,22623951.051750977
921,tt0285487,Crazy as Hell,2002,R,Eriq La Salle,Michael Beach,Ronny Cox,Sinbad,Jane Carr,Drama,113,2002-09-27,2711206.2256809343,32653.466536964985,32653.466536964985
922,tt0285531,Dreamcatcher,2003,R,Lawrence Kasdan,Morgan Freeman,Thomas Jane,Jason Lee,Damian Lewis,Drama,136,2003-03-21,100141086.95652173,49651476.59195652,119639743.55336958
923,tt0285728,Dahmer,2002,R,David Jacobson,Jeremy Renner,Bruce Davison,Artel Great,Matt Newton,Biography,101,2002-06-21,376556.420233463,216908.5478599222,216908.5478599222
924,tt0285742,Monster's Ball,2001,R,Marc Forster,Billy Bob Thornton,Halle Berry,Taylor Simpson,Gabrielle Witcher,Drama,111,2001-12-26,6120158.102766799,47850336.78339922,68869273.12806325
925,tt0285823,Once Upon a Time in Mexico,2003,R,Robert Rodriguez,Antonio Banderas,Salma Hayek,Johnny Depp,Willem Dafoe,Action,102,2003-09-12,42707228.26086957,82998965.14456522,145454030.47989133
926,tt0285861,Owning Mahowny,2003,R,Richard Kwietniowski,Philip Seymour Hoffman,Minnie Driver,John Hurt,Maury Chaykin,Crime,104,2003-05-02,14726630.434782611,1490145.0264673913,1872114.0580434783
927,tt0286106,Signs,2002,PG-13,M. Night Shyamalan,Mel Gibson,Joaquin Phoenix,Rory Culkin,Abigail Breslin,Drama,106,2002-08-02,108448249.02723737,343369198.52684826,614913496.7731518
928,tt0286162,Stolen Summer,2002,PG,Pete Jones,Amara Balthrop-Lewis,Kevin Pollak,Aidan Quinn,Bonnie Hunt,Drama,91,2002-03-22,2711206.2256809343,202942.8233463035,246038.9525291829
929,tt0286261,All or Nothing,2002,R,Mike Leigh,Timothy Spall,Lesley Manville,Ruth Sheen,Alison Garland,Drama,128,2002-10-18,13556031.128404671,303573.76108949416,4286260.39533074
930,tt0286594,Close Your Eyes,2002,R,Nick Willing,Goran Visnjic,Paddy Considine,Shirley Henderson,Miranda Otto,Crime,108,2002-04-23,15062256.809338523,62345.69338521401,1041547.5272373541
931,tt0286716,Hulk,2003,PG-13,Ang Lee,Eric Bana,Jennifer Connelly,Sam Elliott,Josh Lucas,Action,138,2003-06-19,201754836.95652175,194652527.70097828,361222397.6089674
932,tt0286788,What a Girl Wants,2003,PG,Dennie Gordon,Amanda Bynes,Colin Firth,Kelly Preston,Eileen Atkins,Comedy,105,2003-04-03,36816576.08695652,53171136.84788044,74711346.22190218
933,tt0286947,Scorched,2003,PG-13,Gavin Grazer,Alicia Silverstone,Rachael Leigh Cook,Woody Harrelson,John Cleese,Comedy,95,2003-05-30,10308641.304347828,11781.304347826086,543698.3596739131
934,tt0287717,Spy Kids 2: Island of Lost Dreams,2002,PG,Robert Rodriguez,Alexa PenaVega,Daryl Sabara,Antonio Banderas,Carla Gugino,Action,100,2002-08-07,57236575.87548639,129304095.9762646,180330396.42723736
935,tt0287978,Daredevil,2003,PG-13,Mark Steven Johnson,Ben Affleck,Jennifer Garner,Colin Farrell,Michael Clarke Duncan,Action,103,2003-02-14,114867717.39130437,151012049.30684784,263871348.83945656
936,tt0288477,Ghost Ship,2002,R,Steve Beck,Julianna Margulies,Gabriel Byrne,Ron Eldard,Desmond Harrington,Horror,91,2002-10-25,30124513.618677046,45357713.48677043,102950350.56964982
937,tt0289043,28 Days Later...,2002,R,Danny Boyle,Cillian Murphy,Naomie Harris,Christopher Eccleston,Alex Palmer,Drama,113,2002-02-28,12049805.447470816,67877932.28210117,129114245.26653697
938,tt0289408,The Powerpuff Girls Movie,2002,PG,Craig McCracken,Cathy Cavadini,Tara Strong,Elizabeth Daily,Roger Jackson,Action,73,2002-07-03,16568482.490272375,17189671.04824903,24741972.46731518
939,tt0289635,Young Adam,2003,NC-17,David Mackenzie,Ewan McGregor,Tilda Swinton,Peter Mullan,Emily Mortimer,Crime,98,2003-03-19,9425043.478260871,1130081.8576630435,3772697.6380434786
940,tt0289765,Red Dragon,2002,R,Brett Ratner,Anthony Hopkins,Edward Norton,Ralph Fiennes,Harvey Keitel,Crime,124,2002-10-04,117485603.11284049,140304768.5439689,315096836.4038911
941,tt0289848,Analyze That,2002,R,Harold Ramis,Robert De Niro,Billy Crystal,Lisa Kudrow,Joe Viterelli,Comedy,96,2002-12-06,90373540.85603113,48395975.53190662,82847134.4688716
942,tt0289879,The Butterfly Effect,2004,R,Eric Bress,Ashton Kutcher,Amy Smart,Melora Walters,Elden Henson,Drama,113,2004-01-22,18648014.822657492,83110892.75918476,138888149.38258338
943,tt0289992,The Life of David Gale,2003,R,Alan Parker,Kevin Spacey,Kate Winslet,Laura Linney,Cleo King,Crime,130,2003-02-21,55961195.65217392,29387871.6851087,57368469.51119566
944,tt0290002,Meet the Fockers,2004,PG-13,Jay Roach,Ben Stiller,Robert De Niro,Blythe Danner,Teri Polo,Comedy,115,2004-12-22,114757014.29327688,400589711.6209635,749733302.9005823
945,tt0290095,The Tuxedo,2002,PG-13,Kevin Donovan,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,Debi Mazar,Action,98,2002-09-27,90373540.85603113,76136692.707393,157237343.436965
946,tt0290212,Full Frontal,2002,R,Steven Soderbergh,Julia Roberts,David Hyde Pierce,David Duchovny,Nicky Katt,Comedy,101,2002-08-02,3012451.361867704,3784913.177431907,5179614.896498055
947,tt0290249,New Suit,2002,R,François Velle,Jordan Bridges,Marisa Coughlan,Heather Donahue,Mark Setlock,Comedy,94,2002-05-02,1506225.680933852,108061.14902723735,108061.14902723735
948,tt0290334,X2: X-Men United,2003,PG-13,Bryan Singer,Patrick Stewart,Hugh Jackman,Halle Berry,Ian McKellen,Action,134,2003-04-30,161992934.78260872,316548470.5607609,600421730.6115762
949,tt0291502,Swept Away,2002,R,Guy Ritchie,Madonna,Adriano Giannini,Bruce Greenwood,Elizabeth Banks,Comedy,89,2002-10-11,15062256.809338523,901694.4727626459,1561233.0428015566
950,tt0292610,No Good Deed,2002,R,Bob Rafelson,Samuel L. Jackson,Milla Jovovich,Stellan Skarsgård,Doug Hutchison,Action,103,2002-10-25,18074708.17120623,273530.5836575876,2169948.545914397
951,tt0292644,The Rules of Attraction,2002,R,Roger Avary,James Van Der Beek,Ian Somerhalder,Shannyn Sossamon,Jessica Biel,Comedy,110,2002-10-11,6024902.723735408,9839598.50155642,17822900.374319065
952,tt0293508,The Phantom of the Opera,2004,PG-13,Joel Schumacher,Gerard Butler,Emmy Rossum,Patrick Wilson,Miranda Richardson,Drama,143,2004-12-10,100412387.50661728,73543201.69692959,221838056.69872952
953,tt0293564,Rush Hour 3,2007,PG-13,Brett Ratner,Jackie Chan,Chris Tucker,Max von Sydow,Hiroyuki Sanada,Action,91,2007-08-08,182962448.51501387,183127072.89868915,337300581.3985589
954,tt0293662,The Transporter,2002,PG-13,Louis Leterrier,Jason Statham,Qi Shu,Matt Schulze,François Berléand,Action,92,2002-10-11,31630739.299610898,38102158.1077821,66166885.51439689
955,tt0294357,Beyond Borders,2003,R,Martin Campbell,Clive Owen,Angelina Jolie,Linus Roache,Teri Polo,Adventure,127,2003-10-24,51543206.52173914,6524046.021576087,17237523.869239133
956,tt0294870,Rent,2005,PG-13,Chris Columbus,Taye Diggs,Wilson Jermaine Heredia,Rosario Dawson,Anthony Rapp,Drama,135,2005-11-23,55498207.88530467,40343793.705017924,43941566.315412186
957,tt0295178,Austin Powers in Goldmember,2002,PG-13,Jay Roach,Mike Myers,Beyoncé,Seth Green,Michael York,Action,94,2002-07-26,94892217.8988327,321289820.3575876,447256847.7319066
958,tt0295254,Feardotcom,2002,R,William Malone,Stephen Dorff,Natascha McElhone,Stephen Rea,Udo Kier,Crime,101,2002-08-09,60249027.23735409,19969915.128015563,28470700.414396886
959,tt0295289,A Guy Thing,2003,PG-13,Chris Koch,Jason Lee,Julia Stiles,Selma Blair,James Brolin,Comedy,101,2003-01-17,29453260.869565222,22893181.72864131,25671702.217989136
960,tt0295297,Harry Potter and the Chamber of Secrets,2002,PG,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Richard Harris,Adventure,161,2002-11-14,150622568.09338522,395309134.8077822,1324673663.1805449
961,tt0295427,The Master of Disguise,2002,PG,Perry Andelin Blake,Dana Carvey,Jennifer Esposito,Harold Gould,James Brolin,Adventure,80,2002-08-02,24099610.89494163,60834638.74474708,65386764.54124514
962,tt0295700,Wrong Turn,2003,R,Rob Schmidt,Eliza Dushku,Jeremy Sisto,Emmanuelle Chriqui,Desmond Harrington,Horror,84,2003-03-19,18555554.34782609,22706682.208152175,42192642.97690218
963,tt0295701,xXx,2002,PG-13,Rob Cohen,Vin Diesel,Asia Argento,Marton Csokas,Samuel L. Jackson,Action,124,2002-08-09,105435797.66536967,214048800.6700389,417899878.1019456
964,tt0295725,Time Changer,2002,PG,Rich Christiano,D. David Morin,Gavin MacLeod,Hal Linden,Jennifer O'Neill,Drama,95,2002-10-25,1242636.1867704282,1967076.5151750974,1967076.5151750974
965,tt0296572,The Chronicles of Riddick,2004,R,David Twohy,Vin Diesel,Judi Dench,Colm Feore,Thandie Newton,Action,119,2004-06-11,150618581.2599259,82856015.99597672,166254990.46045527
966,tt0297037,Brown Sugar,2002,PG-13,Rick Famuyiwa,Taye Diggs,Sanaa Lathan,Yasiin Bey,Nicole Ari Parker,Comedy,109,2002-10-11,12049805.447470816,41216195.35447471,42650965.68910506
967,tt0297181,I Spy,2002,PG-13,Betty Thomas,Eddie Murphy,Owen Wilson,Famke Janssen,Malcolm McDowell,Action,97,2002-11-01,105435797.66536967,50550646.430739306,77399631.31011674
968,tt0297884,Far from Heaven,2002,PG-13,Todd Haynes,Julianne Moore,Dennis Quaid,Dennis Haysbert,Patricia Clarkson,Drama,107,2002-11-08,20334046.692607004,23951773.3381323,43722589.5307393
969,tt0298130,The Ring,2002,PG-13,Gore Verbinski,Naomi Watts,Martin Henderson,Brian Cox,David Dorfman,Horror,115,2002-10-18,72298832.68482491,194496110.05564204,375575766.39805454
970,tt0298148,Shrek 2,2004,PG,Andrew Adamson,Mike Myers,Eddie Murphy,Cameron Diaz,Julie Andrews,Adventure,93,2004-05-19,215169401.79989415,632922584.169349,1332272661.9740605
971,tt0298203,8 Mile,2002,R,Curtis Hanson,Eminem,Brittany Murphy,Kim Basinger,Mekhi Phifer,Drama,110,2002-11-08,61755252.91828795,175853205.35836577,365824679.74241245
972,tt0298228,Whale Rider,2002,PG-13,Niki Caro,Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton,Cliff Curtis,Drama,101,2002-01-31,5271789.883268483,31298866.570428018,61850108.986770436
973,tt0298814,The Core,2003,PG-13,Jon Amiel,Aaron Eckhart,Hilary Swank,Delroy Lindo,Bruce Greenwood,Action,135,2003-03-28,88359782.60869566,45927789.18000001,108238688.16668479
974,tt0299172,Home on the Range,2004,PG,Will Finn,Judi Dench,Cuba Gooding Jr.,Jennifer Tilly,Randy Quaid,Adventure,76,2004-04-02,157790894.6532557,71766829.1009529,208510714.98221284
975,tt0299658,Chicago,2002,PG-13,Rob Marshall,Renée Zellweger,Catherine Zeta-Jones,Richard Gere,Taye Diggs,Comedy,113,2002-02-26,67780155.64202335,257093923.0264592,462074992.0513619
976,tt0299930,Gigli,2003,R,Martin Brest,Ben Affleck,Jennifer Lopez,Justin Bartha,Terry Camilleri,Comedy,121,2003-08-01,79523804.3478261,8964898.12902174,10700677.460489132
977,tt0299977,Hero,2002,PG-13,Yimou Zhang,Jet Li,Tony Chiu-Wai Leung,Maggie Cheung,Ziyi Zhang,Action,107,2002-12-19,46692996.10894942,80899409.94124514,267197743.636965
978,tt0300015,I Capture the Castle,2003,R,Tim Fywell,Romola Garai,Rose Byrne,Bill Nighy,Sophie Stuckey,Drama,113,2003-05-09,11781304.347826088,1736321.2714673916,9699460.982445654
979,tt0300051,Jersey Girl,2004,PG-13,Kevin Smith,Ben Affleck,Liv Tyler,Raquel Castro,Betty Aberlin,Comedy,102,2004-03-26,50206193.75330864,36246228.17517205,50913270.53133933
980,tt0300471,Shanghai Knights,2003,PG-13,David Dobkin,Jackie Chan,Owen Wilson,Fann Wong,Aaron Taylor-Johnson,Action,114,2003-01-30,73633152.17391305,89062054.37956522,130070735.17603263
981,tt0300532,Blue Crush,2002,PG-13,John Stockwell,Kate Bosworth,Michelle Rodriguez,Matthew Davis,Sanoe Lake,Drama,104,2002-08-16,37655642.023346305,60837429.78093385,78088280.70389105
982,tt0300556,Timeline,2003,PG-13,Richard Donner,Paul Walker,Gerard Butler,Billy Connolly,Frances O'Connor,Action,116,2003-11-26,117813043.47826089,28690337.471250005,64702574.45711957
983,tt0301470,Jeepers Creepers 2,2003,R,Victor Salva,Jonathan Breck,Ray Wise,Nicki Aycox,Garikayi Mutambirwa,Horror,104,2003-08-29,25035271.739130434,52525793.812282614,92928964.16315219
984,tt0302886,Old School,2003,R,Todd Phillips,Luke Wilson,Vince Vaughn,Will Ferrell,Jeremy Piven,Comedy,88,2003-02-21,35343913.043478265,111311373.0989674,128321260.07826088
985,tt0303714,Barbershop,2002,PG-13,Tim Story,Ice Cube,Cedric the Entertainer,Eve,Anthony Anderson,Comedy,102,2002-09-13,18074708.17120623,114144952.7062257,116075661.40233465
986,tt0303816,Cabin Fever,2002,R,Eli Roth,Jordan Ladd,Rider Strong,James DeBello,Cerina Vincent,Horror,93,2002-09-05,2259338.5214007786,31869006.12762646,46020306.682490274
987,tt0303933,Drumline,2002,PG-13,Charles Stone III,Nick Cannon,Zoe Saldana,Orlando Jones,Leonard Roberts,Comedy,118,2002-12-13,30124513.618677046,84949899.32451363,86741255.03307393
988,tt0304141,Harry Potter and the Prisoner of Azkaban,2004,PG,Alfonso Cuarón,Daniel Radcliffe,Emma Watson,Rupert Grint,Richard Griffiths,Adventure,142,2004-05-31,186480148.2265749,358581236.82435155,1141966847.686289
989,tt0304415,Mona Lisa Smile,2003,PG-13,Mike Newell,Julia Roberts,Kirsten Dunst,Julia Stiles,Maggie Gyllenhaal,Drama,117,2003-12-19,95723097.82608695,94045649.2051087,208143233.03983697
990,tt0305224,Anger Management,2003,PG-13,Peter Segal,Jack Nicholson,Adam Sandler,Marisa Tomei,Luis Guzmán,Comedy,106,2003-04-11,110449728.26086959,199760590.5342935,288267639.447337
991,tt0305357,Charlie's Angels: Full Throttle,2003,PG-13,McG,Drew Barrymore,Lucy Liu,Cameron Diaz,Bernie Mac,Action,106,2003-06-26,176719565.2173913,148488778.13951087,381678604.7519565
992,tt0305396,The Crocodile Hunter: Collision Course,2002,PG,John Stainton,Steve Irwin,Terri Irwin,Magda Szubanski,David Wenham,Action,90,2002-07-12,18074708.17120623,42840935.39066148,49829783.38832685
993,tt0305632,Fascination,2004,R,Klaus Menzel,James Naughton,Jacqueline Bisset,Adam Garcia,Stuart Wilson,Drama,95,2004-01-28,7172313.393329805,23912.492853361568,23912.492853361568
994,tt0305669,Bringing Down the House,2003,PG-13,Adam Shankman,Steve Martin,Queen Latifah,Eugene Levy,Joan Plowright,Comedy,105,2003-03-07,48597880.43478261,195446945.4711413,242591310.427337
995,tt0305711,Just Married,2003,PG-13,Shawn Levy,Ashton Kutcher,Brittany Murphy,Christian Kane,David Moscow,Comedy,95,2003-01-10,26507934.7826087,82656397.2127174,149570926.28777176
996,tt0306047,Scary Movie 3,2003,PG-13,David Zucker,Anna Faris,Charlie Sheen,Regina Hall,Pamela Anderson,Comedy,84,2003-10-24,70687826.08695653,161997672.33961958,324977291.3613587
997,tt0306685,Cradle 2 the Grave,2003,R,Andrzej Bartkowiak,Jet Li,DMX,Mark Dacascos,Anthony Anderson,Action,101,2003-02-28,36816576.08695652,51119590.57929348,83190084.40902175
998,tt0306841,Lizzie McGuire,2003,PG,Jim Fall,Hilary Duff,Adam Lamberg,Clayton Snyder,Hallie Todd,Adventure,94,2003-05-02,25035271.739130434,62933452.56168479,81783539.51820654
999,tt0307109,The Lost Skeleton of Cadavra,2001,PG,Larry Blamire,Larry Blamire,Fay Masterson,Brian Howe,Dan Conroy,Comedy,90,2001-02-06,61201.581027668,218980.78695652177,218980.78695652177
1000,tt0307453,Shark Tale,2004,PG,Bibo Bergeron,Will Smith,Robert De Niro,Renée Zellweger,Angelina Jolie,Adventure,90,2004-09-23,107584700.89994708,230750403.44499737,537326594.4554262
1001,tt0307479,Solaris,2002,PG-13,Steven Soderbergh,George Clooney,Natascha McElhone,Ulrich Tukur,Viola Davis,Drama,99,2002-11-27,70792607.00389107,22553292.498832688,45190924.59844358
1002,tt0307901,25th Hour,2002,R,Spike Lee,Edward Norton,Barry Pepper,Philip Seymour Hoffman,Rosario Dawson,Drama,135,2002-12-19,7531128.404669262,19708353.013618678,36047075.8385214
1003,tt0307987,Bad Santa,2003,R,Terry Zwigoff,Billy Bob Thornton,Bernie Mac,Lauren Graham,John Ritter,Comedy,92,2003-11-26,33871250.00000001,88448625.42478262,112642360.06701088
1004,tt0308208,Ballistic: Ecks vs. Sever,2002,R,Wych Kaosayananda,Antonio Banderas,Lucy Liu,Talisa Soto,Gregg Henry,Action,91,2002-09-20,105435797.66536967,21551021.312451366,30357826.47042802
1005,tt0308383,The Human Stain,2003,R,Robert Benton,Anthony Hopkins,Nicole Kidman,Ed Harris,Gary Sinise,Drama,106,2003-10-29,44179891.30434783,7925737.0150000015,33803607.64108696
1006,tt0308506,Like Mike,2002,PG,John Schultz,Shad Moss,Jonathan Lipnicki,Morris Chestnut,Brenda Song,Comedy,99,2002-07-03,45186770.42801557,77469343.95330739,93799872.91050585
1007,tt0308644,Finding Neverland,2004,PG,Marc Forster,Johnny Depp,Kate Winslet,Julie Christie,Radha Mitchell,Biography,106,2004-10-29,35861566.966649026,74133910.55907887,167330950.79200637
1008,tt0309377,Blood Work,2002,R,Clint Eastwood,Clint Eastwood,Jeff Daniels,Anjelica Huston,Wanda De Jesus,Action,110,2002-08-09,75311284.04669261,39515952.74357977,47890020.76964981
1009,tt0309698,Identity,2003,R,James Mangold,John Cusack,Ray Liotta,Amanda Peet,John Hawkes,Mystery,90,2003-04-25,41234565.21739131,76813421.03217392,132921882.98869567
1010,tt0309820,Luther,2003,PG-13,Eric Till,Joseph Fiennes,Bruno Ganz,Peter Ustinov,Alfred Molina,Biography,123,2003-09-26,44179891.30434783,8528674.71826087,43638958.60586957
1011,tt0309987,The Dreamers,2003,NC-17,Bernardo Bertolucci,Michael Pitt,Louis Garrel,Eva Green,Anna Chancellor,Drama,115,2003-10-10,22089945.652173914,3729118.59326087,22268380.869836956
1012,tt0310357,Willard,2003,PG-13,Glen Morgan,Crispin Glover,R. Lee Ermey,Laura Harring,Jackie Burroughs,Drama,100,2003-03-14,29453260.869565222,10140888.784402175,12612749.284891305
1013,tt0310793,Bowling for Columbine,2002,R,Michael Moore,Michael Moore,Charlton Heston,Marilyn Manson,Salvador Allende,Crime,120,2002-10-09,6024902.723735408,32498352.403891057,87379126.54669261
1014,tt0310910,Confidence,2003,R,James Foley,Edward Burns,Dustin Hoffman,Rachel Weisz,Andy Garcia,Crime,97,2003-04-25,22089945.652173914,18042537.45,33892170.65119565
1015,tt0311113,Master and Commander: The Far Side of the World,2003,PG-13,Peter Weir,Russell Crowe,Paul Bettany,Billy Boyd,James D'Arcy,Action,138,2003-11-14,220899456.52173918,138324176.53478262,311648686.4616848
1016,tt0311289,Holes,2003,PG,Andrew Davis,Shia LaBeouf,Sigourney Weaver,Jon Voight,Tim Blake Nelson,Adventure,117,2003-04-18,29453260.869565222,99267168.94461957,105157821.11853261
1017,tt0311429,The League of Extraordinary Gentlemen,2003,PG-13,Stephen Norrington,Sean Connery,Stuart Townsend,Peta Wilson,Jason Flemyng,Action,110,2003-07-11,114867717.39130437,97880849.60804348,263997240.91239133
1018,tt0311648,Pieces of April,2003,PG-13,Peter Hedges,Katie Holmes,Oliver Platt,Patricia Clarkson,Derek Luke,Comedy,80,2003-10-17,441798.91304347833,3723870.022173913,4833752.833532609
1019,tt0312528,The Cat in the Hat,2003,PG,Bo Welch,Mike Myers,Spencer Breslin,Dakota Fanning,Alec Baldwin,Adventure,82,2003-11-21,160520271.73913047,148958813.89375,197278738.01505437
1020,tt0312549,Veronica Guerin,2003,R,Joel Schumacher,Cate Blanchett,Colin Farrell,Brenda Fricker,Ciarán Hinds,Biography,98,2003-09-11,25035271.739130434,2314295.863478261,13901438.425
1021,tt0313443,Out of Time,2003,PG-13,Carl Franklin,Denzel Washington,Sanaa Lathan,Eva Mendes,Dean Cain,Crime,105,2003-10-03,73633152.17391305,60510023.53070653,81726264.70711957
1022,tt0313542,Runaway Jury,2003,PG-13,Gary Fleder,John Cusack,Rachel Weisz,Gene Hackman,Dustin Hoffman,Crime,127,2003-10-17,88359782.60869566,72813803.69108696,118040039.75978263
1023,tt0313737,Two Weeks Notice,2002,PG-13,Marc Lawrence,Sandra Bullock,Hugh Grant,Alicia Witt,Dana Ivey,Comedy,101,2002-12-20,90373540.85603113,140613474.0159533,299804042.71673155
1024,tt0313792,Anything Else,2003,R,Woody Allen,Woody Allen,Jason Biggs,Christina Ricci,Danny DeVito,Comedy,108,2003-09-19,26507934.7826087,4730650.221195652,20006237.895380437
