tempID#,content_rating,runtime,production_company,tomatometer_rating,audience_rating,year,month,len_title,len_movie_info,num_directors,num_authors,num_actors,num_genres,main_genre
4159,R,88,Focus,80,53,2015,8,7,207,1,2,16,1,Mystery & Suspense
4160,R,105,Other,75,67,1997,8,8,491,1,1,65,3,Action & Adventure
4161,R,103,Warner Bros.,19,40,2010,2,7,444,1,2,42,1,Comedy
4162,PG-13,118,Other,21,45,2013,6,10,160,1,2,19,1,Drama
4163,PG,93,Other,14,22,1994,4,19,462,1,1,25,1,Comedy
4164,PG-13,103,MGM,28,56,2006,11,37,292,1,2,16,3,Drama
4165,NR,45,Other,91,73,2004,1,20,468,1,3,6,2,Documentary
4166,PG,100,Focus,90,73,2009,2,8,413,1,1,8,4,Action & Adventure
4167,PG-13,136,Paramount,40,34,2003,3,8,455,1,3,52,3,Action & Adventure
4168,R,122,Other,92,58,2011,1,10,499,1,1,50,2,Drama
4169,PG-13,86,Buena Vista,7,39,2001,10,12,394,1,3,44,1,Comedy
4170,NR,100,Other,83,45,2012,6,13,181,1,1,6,6,Art House & International
4171,R,86,Other,25,15,2019,9,17,225,1,1,10,2,Comedy
4172,NR,168,Other,90,90,2004,4,15,491,3,2,43,3,Documentary
4173,PG,76,Warner Bros.,84,77,2005,9,25,486,2,3,17,5,Action & Adventure
4174,PG,114,Other,39,69,1994,8,16,486,1,2,46,3,Comedy
4175,R,110,New Line,48,43,1998,6,13,496,2,1,34,2,Action & Adventure
4176,PG,105,Warner Bros.,50,43,1978,1,15,120,1,2,15,3,Action & Adventure
4177,R,108,Other,65,31,2012,8,10,172,1,2,14,2,Drama
4178,R,90,Other,27,48,2011,5,14,152,1,1,22,1,Drama
4179,R,127,Other,76,55,1984,12,15,499,1,3,75,2,Drama
4180,R,98,Other,33,45,1988,1,14,484,1,8,54,1,Comedy
4181,PG-13,91,MGM,44,42,1970,1,20,497,1,1,14,2,Cult Movies
4182,PG-13,90,Other,26,72,2019,10,9,239,1,1,16,2,Horror
4183,PG,90,Magnolia,79,72,2010,7,17,488,1,1,32,2,Documentary
4184,NR,73,Other,71,91,2018,6,14,492,1,1,3,1,Drama
4185,G,88,Buena Vista,31,33,2002,7,17,432,1,1,29,2,Comedy
4186,PG-13,117,Other,22,53,2011,1,14,473,1,1,80,2,Drama
4187,PG-13,120,Other,12,57,2005,11,30,484,1,2,17,1,Drama
4188,PG-13,114,Universal,10,39,2009,10,15,392,1,4,60,1,Comedy
4189,R,115,Columbia,85,66,1996,7,18,487,1,1,48,1,Drama
4190,PG-13,130,Sony,36,86,2011,9,10,485,1,2,12,2,Drama
4191,NR,115,Other,98,79,2015,7,5,237,1,1,8,1,Drama
4192,NR,101,Paramount,96,94,1956,1,16,492,2,2,58,4,Action & Adventure
4193,PG-13,110,Paramount,50,67,1989,1,7,471,1,1,49,3,Comedy
4194,PG-13,97,Other,4,62,2006,9,12,431,1,2,35,2,Horror
4195,PG-13,98,Other,0,78,2007,10,5,72,1,1,14,2,Drama
4196,PG,128,Warner Bros.,79,88,1972,1,11,451,1,3,39,3,Classics
4197,R,96,Other,27,10,2012,1,15,159,1,1,33,3,Drama
4198,PG-13,118,Universal,44,43,2011,7,16,493,1,5,47,3,Action & Adventure
4199,NR,93,Other,83,83,2019,8,11,127,1,2,5,1,Mystery & Suspense
4200,PG-13,100,Buena Vista,23,71,2000,8,11,424,1,2,89,2,Comedy
4201,R,91,United Artists,66,69,2002,5,2,461,1,1,54,2,Comedy
4202,NR,96,Paramount,86,41,1965,4,18,117,1,2,14,2,Drama
4203,R,104,IFC,43,48,2011,3,6,142,1,3,9,2,Drama
4204,R,99,Warner Bros.,25,52,2003,2,18,459,1,3,55,2,Action & Adventure
4205,R,133,Buena Vista,64,71,1999,12,16,492,1,1,100,1,Drama
4206,R,100,Sony,56,65,1996,5,9,490,1,2,32,2,Drama
4207,R,83,Lionsgate,61,71,2006,9,5,300,2,3,51,3,Action & Adventure
4208,R,97,Lionsgate,64,49,2009,4,21,461,2,2,19,2,Action & Adventure
4209,R,93,Other,54,53,2017,10,9,134,1,1,7,1,Comedy
4210,NR,113,Other,31,26,2013,12,5,236,1,2,25,2,Drama
4211,NR,74,Other,100,72,2008,10,8,479,1,1,4,2,Documentary
4212,NR,80,Other,63,20,2011,10,5,136,1,2,14,2,Comedy
4213,R,87,Paramount,83,75,2019,7,5,420,1,2,11,1,Horror
4214,R,103,Other,67,43,1973,1,11,125,1,1,23,4,Action & Adventure
4215,PG-13,99,Other,63,69,2001,6,15,482,1,2,42,2,Drama
4216,NR,87,Other,27,36,2016,2,21,110,1,1,9,1,Documentary
4217,R,113,Other,53,54,2002,9,13,497,1,4,16,3,Drama
4218,NR,95,Other,25,21,2012,7,10,206,1,3,17,1,Comedy
4219,R,112,20th Century Fox,90,76,2009,12,11,426,1,1,26,3,Drama
4220,PG-13,111,Sony,30,64,1999,10,16,494,1,1,57,2,Comedy
4221,PG-13,92,Other,79,73,2007,5,10,415,2,1,9,1,Documentary
4222,PG-13,96,Other,8,28,2010,1,20,459,1,2,33,1,Comedy
4223,R,90,Paramount,37,62,1990,4,12,486,1,1,43,1,Comedy
4224,PG-13,120,Warner Bros.,91,76,2018,8,17,394,1,2,55,1,Comedy
4225,PG-13,118,Warner Bros.,79,78,2011,7,20,484,2,1,61,3,Comedy
4226,R,97,Magnolia,60,38,2016,3,16,156,1,2,11,2,Drama
4227,R,107,Other,38,76,1985,9,7,494,1,1,31,3,Comedy
4228,R,97,Other,40,12,1985,5,8,96,1,2,14,2,Horror
4229,R,95,Other,10,17,2011,9,8,145,1,2,10,2,Horror
4230,PG-13,133,Warner Bros.,95,89,2015,11,5,498,1,2,84,1,Drama
4231,PG-13,130,MGM,83,80,2018,11,8,481,1,4,6,3,Action & Adventure
4232,R,80,Other,89,65,2015,9,5,196,1,2,2,3,Comedy
4233,NR,78,Other,100,72,2017,10,7,97,1,2,5,2,Horror
4234,PG,94,Columbia,83,54,1973,1,14,116,1,1,15,3,Classics
4235,R,117,Warner Bros.,73,68,1982,11,9,485,1,1,30,1,Horror
4236,R,89,Other,30,40,1987,5,11,492,1,2,27,1,Horror
4237,NR,130,Other,90,57,2016,10,35,71,1,1,5,1,Drama
4238,R,95,Other,90,91,1972,12,18,498,1,1,16,2,Drama
4239,R,100,MGM,21,58,2000,1,30,487,1,1,25,2,Art House & International
4240,R,118,Samuel Goldwyn,61,74,2002,11,24,497,1,1,49,2,Art House & International
4241,R,99,Other,33,56,2003,1,11,480,1,1,35,2,Comedy
4242,R,101,Other,36,55,1984,10,17,498,1,2,35,2,Drama
4243,PG-13,104,Other,81,65,1986,12,19,466,1,1,13,2,Comedy
4244,R,113,Other,30,47,2016,4,8,493,1,2,58,3,Action & Adventure
4245,R,117,Other,33,26,1989,4,12,495,1,1,12,2,Drama
4246,R,119,Universal,72,55,2015,10,12,489,1,3,39,1,Horror
4247,NR,104,Warner Bros.,100,85,1952,9,18,495,2,1,17,4,Action & Adventure
4248,R,115,Buena Vista,88,83,1995,5,12,490,1,3,53,2,Action & Adventure
4249,NR,87,Universal,92,80,1949,1,11,149,1,1,43,3,Classics
4250,PG-13,105,Other,59,30,1997,10,13,491,1,1,29,1,Comedy
4251,NR,117,Other,93,85,2020,9,17,89,1,1,10,2,Comedy
4252,PG-13,84,Sony,52,45,1986,4,8,498,1,4,20,2,Horror
4253,PG-13,87,Sony,25,36,1988,4,27,106,2,2,22,3,Comedy
4254,PG-13,86,Warner Bros.,0,23,1991,12,10,79,1,1,17,2,Horror
4255,R,129,Other,83,95,1999,9,45,475,1,3,17,3,Art House & International
4256,PG-13,97,Paramount,88,59,1986,9,16,293,1,4,19,2,Action & Adventure
4257,PG,112,Paramount,10,38,1988,5,19,472,1,3,23,2,Action & Adventure
4258,PG,92,Paramount,11,25,2001,4,31,340,1,3,72,2,Action & Adventure
4259,G,145,Columbia,43,69,1970,10,8,500,1,2,36,3,Action & Adventure
4260,R,98,Other,71,77,2005,7,8,484,1,1,6,2,Drama
4261,R,92,Other,91,69,1994,6,6,500,1,1,15,4,Art House & International
4262,PG-13,105,Other,41,62,2012,5,14,489,1,2,20,2,Drama
4263,PG-13,115,Sony,57,56,2017,12,13,90,1,3,20,1,Mystery & Suspense
4264,PG-13,112,Universal,77,90,1994,5,8,496,1,3,58,1,Comedy
4265,NR,84,Other,91,61,2010,6,7,100,2,1,5,1,Documentary
4266,PG,122,Universal,67,75,1983,5,11,486,1,1,20,1,Drama
4267,NR,86,Warner Bros.,82,74,1947,1,9,270,1,1,26,4,Action & Adventure
4268,NR,96,Warner Bros.,40,77,2001,1,15,471,1,1,16,3,Action & Adventure
4269,PG,97,Warner Bros.,88,78,1988,1,17,487,1,1,69,3,Comedy
4270,R,114,Other,75,53,1995,11,18,483,1,1,51,1,Drama
4271,R,114,Other,16,49,2009,2,13,419,1,1,17,1,Drama
4272,PG-13,95,Sony,2,59,2006,9,9,258,1,1,10,2,Action & Adventure
4273,PG-13,87,Other,20,41,1996,1,11,125,1,2,14,3,Action & Adventure
4274,PG-13,120,Sony,97,86,2001,1,30,285,1,4,33,4,Action & Adventure
4275,R,100,Lionsgate,83,90,1994,1,8,456,1,2,28,2,Action & Adventure
4276,R,102,Other,22,43,2000,1,20,485,1,1,26,3,Action & Adventure
4277,R,84,Other,12,40,1996,8,24,496,1,1,19,2,Action & Adventure
4278,R,96,Other,77,77,2017,8,13,217,1,1,5,1,Drama
4279,R,100,Other,58,73,2019,11,9,184,1,1,15,3,Action & Adventure
4280,R,97,Columbia,54,81,1999,3,16,384,1,1,19,1,Drama
4281,R,87,Sony,17,21,2000,11,18,483,2,2,25,2,Comedy
4282,NR,90,Other,38,71,2018,9,6,112,1,1,7,1,Drama
4283,R,106,Warner Bros.,50,48,1980,2,8,488,1,1,53,2,Drama
4284,PG-13,91,Other,67,43,1988,6,6,492,1,2,19,2,Action & Adventure
4285,PG-13,85,Universal,73,77,1990,4,8,117,1,1,50,2,Comedy
4286,PG,156,Universal,76,88,1987,11,11,390,1,1,105,2,Art House & International
4287,PG-13,121,Warner Bros.,93,74,1988,11,31,486,1,2,27,1,Drama
4288,R,100,Other,11,20,2009,11,14,498,1,1,9,2,Drama
4289,PG-13,89,Other,24,51,2005,9,8,122,1,2,24,2,Horror
4290,R,113,Other,94,78,1992,11,15,497,1,1,19,3,Drama
4291,R,105,Lionsgate,17,59,2019,4,6,118,2,2,8,1,Drama
4292,NR,100,IFC,83,50,2013,7,13,186,1,1,6,1,Comedy
4293,PG-13,89,IFC,80,56,2005,10,38,498,2,1,32,2,Comedy
4294,R,96,Other,68,71,2008,7,12,484,2,3,14,4,Documentary
4295,R,109,Other,62,28,2008,8,7,137,1,4,48,1,Horror
4296,NR,83,Other,73,56,2019,11,5,156,2,1,12,2,Comedy
4297,R,90,Other,63,76,1998,9,4,494,1,4,7,2,Horror
4298,R,95,Other,45,35,2003,4,18,484,1,3,14,1,Science Fiction & Fantasy
4299,NR,115,Other,44,65,2019,10,4,128,1,2,29,1,Mystery & Suspense
4300,R,91,Warner Bros.,63,45,1983,8,4,474,1,2,19,2,Horror
4301,NR,92,Other,78,62,2015,3,8,124,1,2,7,1,Comedy
4302,R,88,Other,17,58,1996,9,7,145,1,2,19,3,Comedy
4303,PG-13,167,Paramount,72,80,2008,12,35,489,1,2,24,3,Drama
4304,PG,102,Warner Bros.,13,50,1991,10,9,489,1,1,35,2,Comedy
4305,NR,83,Warner Bros.,78,77,1957,6,25,478,1,1,27,4,Classics
4306,NR,70,Warner Bros.,87,66,1945,10,27,466,3,1,14,3,Drama
4307,NR,82,Columbia,100,85,1958,7,18,499,1,1,24,3,Horror
4308,R,114,Sony,65,65,2006,12,26,416,1,4,73,4,Action & Adventure
4309,PG-13,103,DreamWorks,46,53,2001,8,30,383,1,1,49,3,Art House & International
4310,PG,100,Other,29,24,1983,7,25,486,1,2,67,2,Comedy
4311,NR,90,Other,47,54,2018,2,9,132,1,1,5,3,Drama
4312,R,90,Other,11,53,1998,1,16,169,1,1,21,4,Comedy
4313,G,140,Other,25,32,1967,1,18,118,2,2,12,2,Action & Adventure
4314,R,82,Other,11,25,2000,1,3,281,1,1,18,2,Art House & International
4315,R,89,Other,37,29,2015,4,8,146,1,1,26,1,Mystery & Suspense
4316,R,86,Other,42,49,2007,8,15,379,1,1,11,3,Comedy
4317,R,105,United Artists,91,70,1981,3,12,479,1,2,34,1,Drama
4318,PG-13,123,Other,38,40,1995,12,16,491,1,2,35,2,Action & Adventure
4319,R,90,Other,58,65,2002,10,6,497,1,1,9,3,Action & Adventure
4320,PG,112,Other,78,81,1950,11,18,478,1,2,25,3,Classics
4321,R,91,20th Century Fox,80,53,2010,6,5,431,2,2,21,1,Comedy
4322,PG,106,Buena Vista,20,59,1994,3,20,491,1,1,54,2,Comedy
4323,PG,104,Buena Vista,20,45,1996,10,20,492,1,2,51,2,Comedy
4324,R,95,Universal,18,28,2002,1,19,338,1,2,25,3,Action & Adventure
4325,R,100,IFC,53,23,2015,5,11,167,2,2,32,1,Comedy
4326,NR,123,Other,47,19,2015,2,23,125,1,1,10,1,Drama
4327,PG-13,149,Sony,26,57,2006,5,17,293,1,2,59,3,Action & Adventure
4328,NR,126,Other,60,60,2010,9,7,60,1,2,5,1,Action & Adventure
4329,PG,117,Universal,60,60,1989,10,3,479,1,1,37,2,Comedy
4330,PG,89,Sony,1,38,2007,8,14,500,1,5,14,1,Comedy
4331,PG,92,Sony,27,48,2003,5,14,495,1,2,58,2,Comedy
4332,PG-13,98,Paramount,21,50,2017,11,14,411,1,2,10,1,Comedy
4333,PG-13,96,Paramount,31,49,2015,12,12,497,2,4,114,1,Comedy
4334,NR,100,Universal,31,36,2016,2,10,119,1,1,16,2,Comedy
4335,R,100,Other,69,40,2002,6,6,455,1,1,21,3,Drama
4336,PG-13,113,Other,77,54,2009,5,29,337,1,2,11,2,Art House & International
4337,G,99,20th Century Fox,100,58,1947,12,12,494,1,1,31,3,Classics
4338,G,90,Paramount,75,29,1974,5,12,120,1,1,26,3,Classics
4339,NR,84,Columbia,67,53,1966,1,33,176,1,2,13,3,Action & Adventure
4340,NR,124,Other,33,88,2017,9,6,90,1,1,14,2,Drama
4341,R,117,Focus,93,91,2013,11,18,493,1,2,33,1,Drama
4342,R,93,Other,14,59,2018,7,14,197,1,2,5,2,Drama
4343,NR,90,Warner Bros.,60,65,1934,1,5,135,1,2,30,2,Musical & Performing Arts
4344,R,108,20th Century Fox,44,49,1978,6,16,476,1,2,35,2,Horror
4345,NR,101,Sony,100,62,1962,1,17,455,1,2,26,4,Action & Adventure
4346,PG,91,20th Century Fox,44,34,1977,10,15,141,1,2,14,3,Action & Adventure
4347,R,97,Sony,92,85,2009,10,17,359,1,1,42,2,Drama
4348,R,113,Magnolia,67,55,2018,6,6,246,2,2,6,1,Comedy
4349,PG-13,99,Sony,75,39,2012,4,19,498,1,1,39,1,Comedy
4350,PG-13,98,Buena Vista,65,69,2007,10,16,367,1,2,40,3,Comedy
4351,PG-13,83,Paramount,18,30,2009,5,11,343,1,5,18,2,Action & Adventure
4352,NR,90,Warner Bros.,83,65,1940,8,18,125,1,2,47,3,Classics
4353,R,84,Other,69,91,1994,6,16,500,2,3,26,1,Drama
4354,PG,126,Sony,51,67,1998,8,13,152,1,1,58,4,Comedy
4355,R,140,Other,69,91,2000,9,18,497,1,1,31,2,Drama
4356,PG,95,Sony,80,72,1998,5,21,487,1,1,31,2,Comedy
4357,R,133,20th Century Fox,64,76,2002,9,19,495,1,1,52,3,Drama
4358,PG-13,180,Other,83,87,1990,11,18,424,1,1,47,3,Action & Adventure
4359,PG,92,Sony,64,58,1998,11,19,493,1,1,15,2,Art House & International
4360,R,123,Other,23,42,2000,9,26,371,1,2,48,2,Art House & International
4361,NR,86,IFC,88,73,2014,4,16,153,1,2,2,2,Documentary
4362,NR,92,MGM,80,69,1933,11,12,484,1,3,42,5,Classics
4363,NR,87,Other,20,81,2017,4,12,140,2,2,2,1,Documentary
4364,R,118,Other,71,71,2019,11,12,130,1,4,11,2,Action & Adventure
4365,PG-13,98,Paramount,64,71,1968,1,16,108,1,5,24,4,Action & Adventure
4366,R,111,Warner Bros.,68,86,1998,2,16,474,1,1,56,1,Drama
4367,NR,105,Other,68,54,2012,11,18,213,1,1,6,2,Art House & International
4368,R,105,Other,77,79,2002,6,33,397,1,2,12,1,Drama
4369,R,99,Disney,29,64,1995,8,15,459,1,1,46,1,Drama
4370,R,101,Universal,50,31,1993,12,17,468,1,1,31,3,Drama
4371,R,129,Paramount,43,56,1983,8,6,143,1,1,34,3,Art House & International
4372,NR,90,Other,56,89,2010,8,12,96,1,1,7,2,Drama
4373,NR,96,Samuel Goldwyn,82,56,2019,12,17,99,1,2,5,2,Horror
4374,R,79,Other,29,32,2006,6,6,500,1,1,7,3,Drama
4375,R,106,Other,77,73,2015,4,13,137,1,1,38,3,Comedy
4376,PG-13,101,Lionsgate,55,77,2003,8,15,470,1,1,88,3,Art House & International
4377,NR,104,Magnolia,74,51,2016,9,10,186,1,1,27,1,Documentary
4378,R,102,Focus,66,75,2005,5,9,482,1,1,35,3,Action & Adventure
4379,PG-13,108,Universal,26,38,1997,2,12,473,1,2,32,1,Action & Adventure
4380,G,95,Buena Vista,100,77,1959,6,34,498,1,1,13,2,Kids & Family
4381,R,90,Other,57,34,2009,11,4,120,1,1,23,2,Drama
4382,PG-13,104,20th Century Fox,44,35,2003,2,9,474,1,1,49,2,Action & Adventure
4383,R,91,20th Century Fox,69,78,2007,10,22,492,1,3,63,2,Action & Adventure
4384,PG-13,112,Warner Bros.,36,46,2012,5,12,494,1,1,47,3,Drama
4385,R,113,MGM,59,52,2003,2,9,488,1,1,53,2,Drama
4386,R,115,Sony,62,84,2001,12,15,398,1,1,45,1,Drama
4387,R,101,New Line,76,85,1998,2,9,488,1,1,52,3,Horror
4388,R,92,Other,0,30,2018,5,11,152,1,1,6,1,Drama
4389,PG,95,Sony,79,81,1982,12,16,466,2,2,28,4,Action & Adventure
4390,NR,116,Other,69,69,1983,1,44,104,1,1,16,2,Art House & International
4391,R,122,Other,58,37,1993,4,13,480,1,1,34,2,Horror
4392,NR,85,Other,70,41,2012,6,10,170,1,2,23,2,Comedy
4393,R,86,Other,40,40,2008,4,11,496,1,1,24,1,Drama
4394,NR,100,Other,50,65,1981,10,27,106,1,2,19,4,Drama
4395,PG,101,Warner Bros.,67,77,1968,7,33,457,1,3,20,2,Action & Adventure
4396,NR,106,MGM,93,82,1947,9,12,462,1,1,31,3,Classics
4397,PG-13,114,20th Century Fox,22,64,2019,6,12,455,1,1,13,3,Action & Adventure
4398,R,103,Other,23,33,2015,8,11,204,1,2,33,2,Drama
4399,NR,89,Other,80,64,2018,6,10,493,1,1,5,2,Art House & International
4400,NR,98,Other,33,33,2017,6,11,123,1,2,7,2,Horror
4401,PG-13,97,Other,41,49,2013,2,10,479,1,1,25,2,Horror
4402,NR,82,IFC,29,15,2015,1,11,107,1,1,6,1,Mystery & Suspense
4403,PG-13,114,Other,0,16,2012,4,9,171,1,2,5,2,Horror
4404,NR,92,IFC,64,28,2013,9,10,162,1,1,16,1,Horror
4405,PG,106,20th Century Fox,88,81,1939,4,12,493,1,2,43,2,Classics
4406,NR,98,Other,52,35,2015,7,18,175,1,1,13,3,Drama
4407,PG-13,105,Buena Vista,47,28,2005,7,10,499,1,1,24,2,Horror
4408,PG-13,126,Focus,90,95,2019,12,11,245,1,2,7,1,Drama
4409,PG-13,125,Focus,84,82,2017,12,12,362,1,1,6,1,Drama
4410,R,95,Universal,84,59,1990,1,7,500,1,7,43,2,Action & Adventure
4411,R,93,Universal,29,19,1995,7,32,489,1,1,17,3,Action & Adventure
4412,R,87,MGM,33,20,1996,8,28,476,1,2,29,2,Action & Adventure
4413,PG-13,88,Other,4,30,2004,10,8,465,1,2,11,1,Horror
4414,PG-13,85,Sony,9,34,2003,1,14,478,2,3,33,2,Horror
4415,NR,100,Other,70,50,2019,7,7,105,1,1,20,2,Horror
4416,NR,78,Other,71,44,2016,4,7,155,1,1,11,2,Horror
4417,PG-13,103,Sony,21,29,2012,4,17,484,1,2,33,2,Comedy
4418,G,114,Paramount,40,69,1970,6,12,496,1,2,21,4,Classics
4419,PG,100,Paramount,53,54,1985,6,10,495,1,3,47,2,Kids & Family
4420,NR,115,Other,33,66,2014,10,34,149,1,2,15,4,Action & Adventure
4421,R,91,Other,30,37,2014,2,15,171,2,1,14,1,Comedy
4422,PG-13,88,20th Century Fox,66,55,2010,4,10,310,1,2,39,2,Comedy
4423,PG,105,Other,14,58,1987,1,18,478,1,1,35,2,Comedy
4424,R,91,Other,22,40,2019,6,20,247,1,1,9,2,Action & Adventure
4425,PG,114,Kino,98,64,1991,12,21,495,1,1,71,2,Drama
4426,PG-13,110,Warner Bros.,95,72,1993,5,4,496,1,1,71,2,Comedy
4427,NR,116,20th Century Fox,83,31,1951,8,19,318,1,1,27,4,Classics
4428,R,108,Other,53,43,2007,7,13,106,1,1,24,4,Art House & International
4429,NR,94,Other,83,79,1962,12,14,485,1,1,13,3,Classics
4430,PG,93,Buena Vista,100,79,1955,5,40,489,1,1,21,4,Action & Adventure
4431,R,100,Universal,75,77,2004,3,16,477,1,1,44,3,Drama
4432,PG-13,130,20th Century Fox,90,88,2014,7,30,499,1,3,33,3,Action & Adventure
4433,NR,88,Other,0,11,2015,6,11,164,2,2,9,1,Drama
4434,PG-13,123,20th Century Fox,44,50,2004,5,22,494,1,2,108,4,Action & Adventure
4435,NR,111,MGM,94,89,1937,6,18,456,1,3,29,3,Classics
4436,PG,120,Warner Bros.,100,91,1973,9,13,498,1,3,24,4,Art House & International
4437,G,94,IFC,67,56,2006,9,19,336,1,1,14,3,Action & Adventure
4438,R,90,Other,13,9,2018,1,26,147,2,3,21,1,Horror
4439,R,130,Other,11,51,2013,3,17,143,1,2,26,2,Action & Adventure
4440,PG,141,Universal,89,88,1973,1,21,472,1,1,39,3,Classics
4441,R,144,Paramount,60,76,1975,5,21,481,1,2,52,3,Classics
4442,NR,91,Other,100,70,1959,7,17,467,1,1,23,2,Classics
4443,PG-13,104,20th Century Fox,21,27,2008,12,29,377,1,3,22,1,Science Fiction & Fantasy
4444,R,139,20th Century Fox,62,68,2007,6,9,417,1,4,78,4,Action & Adventure
4445,R,92,Other,24,44,2007,4,8,81,1,2,25,1,Drama
4446,R,98,Lionsgate,69,49,2010,1,11,450,2,2,55,4,Action & Adventure
4447,R,98,Other,68,50,2011,5,15,156,1,1,28,3,Comedy
4448,PG-13,115,Universal,27,37,1996,12,8,418,1,1,41,2,Action & Adventure
4449,R,75,Other,91,63,2011,7,8,89,1,3,6,2,Drama
4450,NR,92,Other,22,45,2008,8,16,56,1,1,11,2,Drama
4451,NR,119,Other,81,62,2007,10,33,495,1,4,17,2,Art House & International
4452,NR,92,IFC,0,36,2014,9,15,101,1,1,10,2,Comedy
4453,R,125,Other,83,79,2007,3,13,366,1,2,58,1,Drama
4454,NR,133,Other,65,62,2015,5,13,76,2,1,14,1,Mystery & Suspense
4455,PG,95,Paramount,92,89,1978,9,14,274,1,1,20,1,Drama
4456,R,107,Paramount,38,60,1990,6,15,493,1,1,26,3,Action & Adventure
4457,R,88,Lionsgate,73,74,1997,3,15,493,1,1,21,2,Comedy
4458,R,103,Other,92,90,1993,9,18,497,1,1,50,1,Comedy
4459,R,99,Universal,14,53,1983,12,8,466,1,2,52,1,Comedy
4460,NR,130,Other,84,82,2009,1,22,72,1,1,18,3,Action & Adventure
4461,R,122,Sony,82,80,2012,11,34,454,1,2,14,2,Drama
4462,R,113,Other,0,25,2001,1,7,121,2,2,15,4,Art House & International
4463,R,92,Other,14,52,2009,10,16,67,2,2,14,2,Action & Adventure
4464,PG-13,107,Other,7,29,2011,4,24,453,1,2,47,2,Horror
4465,R,107,Paramount,83,77,1991,8,10,479,1,1,27,3,Drama
4466,R,101,Other,88,87,1993,2,10,498,1,3,29,3,Comedy
4467,R,92,Other,75,58,1981,1,15,144,1,2,32,2,Horror
4468,NR,87,Other,64,46,2019,1,8,193,1,1,7,2,Action & Adventure
4469,NR,99,Other,20,17,2017,5,10,488,1,1,15,2,Horror
4470,R,105,Warner Bros.,33,44,1989,3,9,461,1,1,48,3,Action & Adventure
4471,NR,93,MGM,91,76,1937,8,8,489,1,1,50,3,Classics
4472,NR,104,Sony,40,34,1966,1,29,491,1,1,28,5,Action & Adventure
4473,R,134,Other,71,88,1995,5,8,102,1,1,35,3,Drama
4474,R,118,Other,40,47,2013,3,13,478,1,1,10,1,Mystery & Suspense
4475,R,93,Paramount,15,55,1998,8,18,477,1,3,17,2,Comedy
4476,NR,93,Other,74,49,2013,5,17,224,1,1,5,2,Drama
4477,NR,86,Magnolia,58,91,2006,5,16,266,1,3,14,2,Drama
4478,PG,89,Universal,79,72,1982,5,25,462,1,3,24,2,Comedy
4479,NR,86,Other,63,52,2018,7,10,82,1,1,7,1,Horror
4480,PG,88,Other,83,64,1974,8,26,131,1,1,19,3,Drama
4481,R,100,20th Century Fox,77,46,1986,6,14,454,1,2,10,3,Drama
4482,NR,88,Kino,42,40,2002,11,20,146,1,1,7,4,Art House & International
4483,PG,128,Buena Vista,84,92,1989,6,18,460,1,1,24,1,Drama
4484,R,91,Warner Bros.,55,44,1988,7,13,483,1,6,37,3,Action & Adventure
4485,NR,115,Warner Bros.,100,80,1964,2,11,498,1,2,15,3,Classics
4486,R,115,Other,83,82,1988,9,12,478,1,2,42,3,Drama
4487,R,89,Universal,20,51,2007,3,12,395,1,2,15,2,Horror
4488,NR,88,IFC,69,56,2009,6,19,489,1,2,13,4,Action & Adventure
4489,R,100,Other,81,68,2014,10,37,180,1,3,10,4,Action & Adventure
4490,R,89,Other,17,24,2019,7,10,130,1,1,4,2,Horror
4491,R,103,Paramount,89,77,1983,10,13,498,1,2,36,3,Horror
4492,R,95,Magnolia,34,37,2012,12,8,188,1,1,7,2,Drama
4493,PG-13,95,Other,0,53,2012,4,8,159,1,1,18,2,Drama
4494,R,102,United Artists,14,28,1982,4,15,116,1,3,24,5,Action & Adventure
4495,PG,90,Other,83,32,1961,6,37,463,1,3,15,3,Action & Adventure
4496,R,92,Warner Bros.,8,38,1986,10,13,114,1,1,18,4,Drama
4497,R,120,20th Century Fox,83,85,2018,5,10,422,1,3,15,2,Action & Adventure
4498,PG,99,Warner Bros.,11,17,1983,11,19,483,1,3,46,1,Comedy
4499,NR,83,IFC,37,31,2013,7,19,146,1,2,11,1,Comedy
4500,NR,85,IFC,96,84,2017,10,5,98,1,2,1,2,Documentary
4501,PG-13,88,Other,75,64,2011,3,15,120,1,1,25,2,Comedy
4502,NR,100,Warner Bros.,68,85,1994,9,24,500,1,1,14,3,Art House & International
4503,NR,90,Other,16,43,2018,3,13,379,2,2,6,1,Comedy
4504,PG-13,105,Other,81,90,2005,3,12,476,1,2,21,1,Drama
4505,PG,112,Paramount,12,28,1996,11,8,482,1,2,87,1,Comedy
4506,NR,114,Warner Bros.,40,66,1964,12,10,476,1,1,21,3,Comedy
4507,PG-13,107,Sony,29,55,2010,2,9,407,1,1,36,2,Drama
4508,NR,104,Other,36,66,2005,9,10,489,1,1,13,2,Art House & International
4509,R,106,Other,91,61,2014,10,17,166,1,1,25,2,Comedy
4510,R,103,Other,82,81,1995,6,20,476,1,2,7,2,Drama
4511,R,90,MGM,62,79,2007,8,18,420,1,1,17,2,Comedy
4512,R,88,Sony,43,45,2010,4,18,293,2,1,22,2,Comedy
4513,PG-13,103,Universal,54,61,1992,7,17,421,1,3,80,2,Comedy
4514,PG,97,Other,42,26,2008,7,18,471,1,2,39,3,Drama
4515,R,95,Other,40,39,2018,2,11,382,1,2,5,1,Horror
